workflow_path,workflow_file_id,workflow_name,category,product_visible,mode_id,mode_label,applicable,inputs,required_inputs,input_types,expected_execution_path,expected_output,node_types,external_or_service_dependencies,relevant_ui_screens,static_preflight,preflight_valid,preflight_node_count,preflight_error_count,preflight_warning_count,preflight_issue_codes,happy_path,invalid_input,boundary,repeat_execution,retry_recovery,refresh_persistence,ui,performance,result,reason
workflows/.builder/versions/concept_note_to_10-page_methodology_section1/20260804T071302223800Z-1cd23bfe8958.yaml,20260804T071302223800Z-1cd23bfe8958,Concept Note to 10-Page Methodology Section,builder_version,False,eval,Evaluation Lab,False,"[""files""]",[],"{""files"": ""file""}",declared graph with 18 edge records,[],"[""BoundedDeepResearchAgent"", ""DynamicFigureAgent"", ""Echo"", ""GraphNormalizer"", ""HorizonDOCXProposalRenderer"", ""ScientificResearchPlannerAgent"", ""TextAssemblerAgent"", ""TransformAgent"", ""WorkflowFileLoader""]","[""BoundedDeepResearchAgent"", ""WorkflowFileLoader""]",[],PASS,True,14,0,0,[],NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,This top-level product mode does not execute workflows.
workflows/.builder/versions/concept_note_to_10-page_methodology_section1/20260804T071302223800Z-1cd23bfe8958.yaml,20260804T071302223800Z-1cd23bfe8958,Concept Note to 10-Page Methodology Section,builder_version,False,cost,Cost Management,False,"[""files""]",[],"{""files"": ""file""}",declared graph with 18 edge records,[],"[""BoundedDeepResearchAgent"", ""DynamicFigureAgent"", ""Echo"", ""GraphNormalizer"", ""HorizonDOCXProposalRenderer"", ""ScientificResearchPlannerAgent"", ""TextAssemblerAgent"", ""TransformAgent"", ""WorkflowFileLoader""]","[""BoundedDeepResearchAgent"", ""WorkflowFileLoader""]",[],PASS,True,14,0,0,[],NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,This top-level product mode does not execute workflows.
workflows/.builder/versions/concept_note_to_10-page_methodology_section1/20260804T071618649717Z-f5e3faafd34e.yaml,20260804T071618649717Z-f5e3faafd34e,Concept Note to 10-Page Methodology Section,builder_version,False,studio,Workflow Studio,False,"[""files""]",[],"{""files"": ""file""}",declared graph with 18 edge records,[],"[""BoundedDeepResearchAgent"", ""DynamicFigureAgent"", ""Echo"", ""GraphNormalizer"", ""HorizonDOCXProposalRenderer"", ""ScientificResearchPlannerAgent"", ""TextAssemblerAgent"", ""TransformAgent"", ""WorkflowFileLoader""]","[""BoundedDeepResearchAgent"", ""WorkflowFileLoader""]",[],PASS,True,14,0,0,[],NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Repository support/reference fixture; not listed by the product workflow library.
workflows/.builder/versions/concept_note_to_10-page_methodology_section1/20260804T071618649717Z-f5e3faafd34e.yaml,20260804T071618649717Z-f5e3faafd34e,Concept Note to 10-Page Methodology Section,builder_version,False,knowledge,Knowledge Studio,False,"[""files""]",[],"{""files"": ""file""}",declared graph with 18 edge records,[],"[""BoundedDeepResearchAgent"", ""DynamicFigureAgent"", ""Echo"", ""GraphNormalizer"", ""HorizonDOCXProposalRenderer"", ""ScientificResearchPlannerAgent"", ""TextAssemblerAgent"", ""TransformAgent"", ""WorkflowFileLoader""]","[""BoundedDeepResearchAgent"", ""WorkflowFileLoader""]",[],PASS,True,14,0,0,[],NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,This top-level product mode does not execute workflows.
workflows/.builder/versions/concept_note_to_10-page_methodology_section1/20260804T071618649717Z-f5e3faafd34e.yaml,20260804T071618649717Z-f5e3faafd34e,Concept Note to 10-Page Methodology Section,builder_version,False,eval,Evaluation Lab,False,"[""files""]",[],"{""files"": ""file""}",declared graph with 18 edge records,[],"[""BoundedDeepResearchAgent"", ""DynamicFigureAgent"", ""Echo"", ""GraphNormalizer"", ""HorizonDOCXProposalRenderer"", ""ScientificResearchPlannerAgent"", ""TextAssemblerAgent"", ""TransformAgent"", ""WorkflowFileLoader""]","[""BoundedDeepResearchAgent"", ""WorkflowFileLoader""]",[],PASS,True,14,0,0,[],NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,This top-level product mode does not execute workflows.
workflows/.builder/versions/concept_note_to_10-page_methodology_section1/20260804T071618649717Z-f5e3faafd34e.yaml,20260804T071618649717Z-f5e3faafd34e,Concept Note to 10-Page Methodology Section,builder_version,False,cost,Cost Management,False,"[""files""]",[],"{""files"": ""file""}",declared graph with 18 edge records,[],"[""BoundedDeepResearchAgent"", ""DynamicFigureAgent"", ""Echo"", ""GraphNormalizer"", ""HorizonDOCXProposalRenderer"", ""ScientificResearchPlannerAgent"", ""TextAssemblerAgent"", ""TransformAgent"", ""WorkflowFileLoader""]","[""BoundedDeepResearchAgent"", ""WorkflowFileLoader""]",[],PASS,True,14,0,0,[],NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,This top-level product mode does not execute workflows.
workflows/.builder/versions/crm_aware_customer_triage/20260814T211632706518Z-a949d091afc0.yaml,20260814T211632706518Z-a949d091afc0,CRM-Aware Customer Request Triage,builder_version,False,studio,Workflow Studio,False,"[""subject"", ""message"", ""sender_email""]","[""message""]","{""subject"": ""text"", ""message"": ""text"", ""sender_email"": ""text""}",declared graph with 9 edge records,"[""Structured request representation, with every intent the message contained"", ""CRM account, open opportunities and order history"", ""Grounded technical knowledge and its sources, when retrieved"", ""Chosen department and the reason for it""]","[""AITaskAgent"", ""DataTransformAgent"", ""DecisionAgent"", ""HumanInLoopAgent"", ""MCPToolAgent"", ""RAGAgent"", ""RouterAgent"", ""WorkflowInputAgent""]","[""MCPToolAgent""]",[],PASS,True,13,0,0,[],NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Repository support/reference fixture; not listed by the product workflow library.
workflows/.builder/versions/crm_aware_customer_triage/20260814T211632706518Z-a949d091afc0.yaml,20260814T211632706518Z-a949d091afc0,CRM-Aware Customer Request Triage,builder_version,False,knowledge,Knowledge Studio,False,"[""subject"", ""message"", ""sender_email""]","[""message""]","{""subject"": ""text"", ""message"": ""text"", ""sender_email"": ""text""}",declared graph with 9 edge records,"[""Structured request representation, with every intent the message contained"", ""CRM account, open opportunities and order history"", ""Grounded technical knowledge and its sources, when retrieved"", ""Chosen department and the reason for it""]","[""AITaskAgent"", ""DataTransformAgent"", ""DecisionAgent"", ""HumanInLoopAgent"", ""MCPToolAgent"", ""RAGAgent"", ""RouterAgent"", ""WorkflowInputAgent""]","[""MCPToolAgent""]",[],PASS,True,13,0,0,[],NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,This top-level product mode does not execute workflows.
workflows/.builder/versions/crm_aware_customer_triage/20260814T211632706518Z-a949d091afc0.yaml,20260814T211632706518Z-a949d091afc0,CRM-Aware Customer Request Triage,builder_version,False,eval,Evaluation Lab,False,"[""subject"", ""message"", ""sender_email""]","[""message""]","{""subject"": ""text"", ""message"": ""text"", ""sender_email"": ""text""}",declared graph with 9 edge records,"[""Structured request representation, with every intent the message contained"", ""CRM account, open opportunities and order history"", ""Grounded technical knowledge and its sources, when retrieved"", ""Chosen department and the reason for it""]","[""AITaskAgent"", ""DataTransformAgent"", ""DecisionAgent"", ""HumanInLoopAgent"", ""MCPToolAgent"", ""RAGAgent"", ""RouterAgent"", ""WorkflowInputAgent""]","[""MCPToolAgent""]",[],PASS,True,13,0,0,[],NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,This top-level product mode does not execute workflows.
workflows/.builder/versions/crm_aware_customer_triage/20260814T211632706518Z-a949d091afc0.yaml,20260814T211632706518Z-a949d091afc0,CRM-Aware Customer Request Triage,builder_version,False,cost,Cost Management,False,"[""subject"", ""message"", ""sender_email""]","[""message""]","{""subject"": ""text"", ""message"": ""text"", ""sender_email"": ""text""}",declared graph with 9 edge records,"[""Structured request representation, with every intent the message contained"", ""CRM account, open opportunities and order history"", ""Grounded technical knowledge and its sources, when retrieved"", ""Chosen department and the reason for it""]","[""AITaskAgent"", ""DataTransformAgent"", ""DecisionAgent"", ""HumanInLoopAgent"", ""MCPToolAgent"", ""RAGAgent"", ""RouterAgent"", ""WorkflowInputAgent""]","[""MCPToolAgent""]",[],PASS,True,13,0,0,[],NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,This top-level product mode does not execute workflows.
workflows/.builder/versions/crm_aware_customer_triage/20260814T211632708040Z-0da0e865b5c4.yaml,20260814T211632708040Z-0da0e865b5c4,CRM-Aware Customer Request Triage,builder_version,False,studio,Workflow Studio,False,"[""subject"", ""message"", ""sender_email""]","[""message""]","{""subject"": ""text"", ""message"": ""text"", ""sender_email"": ""text""}",declared graph with 9 edge records,"[""Structured request representation, with every intent the message contained"", ""CRM account, open opportunities and order history"", ""Grounded technical knowledge and its sources, when retrieved"", ""Chosen department and the reason for it""]","[""AITaskAgent"", ""DataTransformAgent"", ""DecisionAgent"", ""HumanInLoopAgent"", ""MCPToolAgent"", ""RAGAgent"", ""RouterAgent"", ""WorkflowInputAgent""]","[""MCPToolAgent""]",[],PASS,True,13,0,0,[],NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Repository support/reference fixture; not listed by the product workflow library.
workflows/.builder/versions/crm_aware_customer_triage/20260814T211632708040Z-0da0e865b5c4.yaml,20260814T211632708040Z-0da0e865b5c4,CRM-Aware Customer Request Triage,builder_version,False,knowledge,Knowledge Studio,False,"[""subject"", ""message"", ""sender_email""]","[""message""]","{""subject"": ""text"", ""message"": ""text"", ""sender_email"": ""text""}",declared graph with 9 edge records,"[""Structured request representation, with every intent the message contained"", ""CRM account, open opportunities and order history"", ""Grounded technical knowledge and its sources, when retrieved"", ""Chosen department and the reason for it""]","[""AITaskAgent"", ""DataTransformAgent"", ""DecisionAgent"", ""HumanInLoopAgent"", ""MCPToolAgent"", ""RAGAgent"", ""RouterAgent"", ""WorkflowInputAgent""]","[""MCPToolAgent""]",[],PASS,True,13,0,0,[],NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,This top-level product mode does not execute workflows.
workflows/.builder/versions/crm_aware_customer_triage/20260814T211632708040Z-0da0e865b5c4.yaml,20260814T211632708040Z-0da0e865b5c4,CRM-Aware Customer Request Triage,builder_version,False,eval,Evaluation Lab,False,"[""subject"", ""message"", ""sender_email""]","[""message""]","{""subject"": ""text"", ""message"": ""text"", ""sender_email"": ""text""}",declared graph with 9 edge records,"[""Structured request representation, with every intent the message contained"", ""CRM account, open opportunities and order history"", ""Grounded technical knowledge and its sources, when retrieved"", ""Chosen department and the reason for it""]","[""AITaskAgent"", ""DataTransformAgent"", ""DecisionAgent"", ""HumanInLoopAgent"", ""MCPToolAgent"", ""RAGAgent"", ""RouterAgent"", ""WorkflowInputAgent""]","[""MCPToolAgent""]",[],PASS,True,13,0,0,[],NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,This top-level product mode does not execute workflows.
workflows/.builder/versions/crm_aware_customer_triage/20260814T211632708040Z-0da0e865b5c4.yaml,20260814T211632708040Z-0da0e865b5c4,CRM-Aware Customer Request Triage,builder_version,False,cost,Cost Management,False,"[""subject"", ""message"", ""sender_email""]","[""message""]","{""subject"": ""text"", ""message"": ""text"", ""sender_email"": ""text""}",declared graph with 9 edge records,"[""Structured request representation, with every intent the message contained"", ""CRM account, open opportunities and order history"", ""Grounded technical knowledge and its sources, when retrieved"", ""Chosen department and the reason for it""]","[""AITaskAgent"", ""DataTransformAgent"", ""DecisionAgent"", ""HumanInLoopAgent"", ""MCPToolAgent"", ""RAGAgent"", ""RouterAgent"", ""WorkflowInputAgent""]","[""MCPToolAgent""]",[],PASS,True,13,0,0,[],NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,This top-level product mode does not execute workflows.
workflows/.builder/versions/image-to-text-to-images_agent/20260820T150137615023Z-99248b6add61.yaml,20260820T150137615023Z-99248b6add61,Image-to-Text-to-Images Agent,builder_version,False,studio,Workflow Studio,False,"[""source_image""]","[""source_image""]","{""source_image"": ""file""}",declared graph with 5 edge records,[],"[""AITaskAgent"", ""EndAgent"", ""KimiVisionAgent"", ""OpenAIImageGenerationAgent""]",[],[],PASS,True,5,0,0,[],NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Repository support/reference fixture; not listed by the product workflow library.
workflows/.builder/versions/image-to-text-to-images_agent/20260820T150137615023Z-99248b6add61.yaml,20260820T150137615023Z-99248b6add61,Image-to-Text-to-Images Agent,builder_version,False,knowledge,Knowledge Studio,False,"[""source_image""]","[""source_image""]","{""source_image"": ""file""}",declared graph with 5 edge records,[],"[""AITaskAgent"", ""EndAgent"", ""KimiVisionAgent"", ""OpenAIImageGenerationAgent""]",[],[],PASS,True,5,0,0,[],NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,This top-level product mode does not execute workflows.
workflows/.builder/versions/image-to-text-to-images_agent/20260820T150137615023Z-99248b6add61.yaml,20260820T150137615023Z-99248b6add61,Image-to-Text-to-Images Agent,builder_version,False,eval,Evaluation Lab,False,"[""source_image""]","[""source_image""]","{""source_image"": ""file""}",declared graph with 5 edge records,[],"[""AITaskAgent"", ""EndAgent"", ""KimiVisionAgent"", ""OpenAIImageGenerationAgent""]",[],[],PASS,True,5,0,0,[],NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,This top-level product mode does not execute workflows.
workflows/.builder/versions/image-to-text-to-images_agent/20260820T150137615023Z-99248b6add61.yaml,20260820T150137615023Z-99248b6add61,Image-to-Text-to-Images Agent,builder_version,False,cost,Cost Management,False,"[""source_image""]","[""source_image""]","{""source_image"": ""file""}",declared graph with 5 edge records,[],"[""AITaskAgent"", ""EndAgent"", ""KimiVisionAgent"", ""OpenAIImageGenerationAgent""]",[],[],PASS,True,5,0,0,[],NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,This top-level product mode does not execute workflows.
workflows/.builder/versions/image-to-text-to-images_agent/20260820T150139578640Z-df5182258677.yaml,20260820T150139578640Z-df5182258677,Image-to-Text-to-Images Agent,builder_version,False,studio,Workflow Studio,False,"[""source_image""]","[""source_image""]","{""source_image"": ""file""}",declared graph with 5 edge records,[],"[""AITaskAgent"", ""EndAgent"", ""KimiVisionAgent"", ""OpenAIImageGenerationAgent""]",[],[],PASS,True,5,0,0,[],NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,Repository support/reference fixture; not listed by the product workflow library.
workflows/.builder/versions/image-to-text-to-images_agent/20260820T150139578640Z-df5182258677.yaml,20260820T150139578640Z-df5182258677,Image-to-Text-to-Images Agent,builder_version,False,knowledge,Knowledge Studio,False,"[""source_image""]","[""source_image""]","{""source_image"": ""file""}",declared graph with 5 edge records,[],"[""AITaskAgent"", ""EndAgent"", ""KimiVisionAgent"", ""OpenAIImageGenerationAgent""]",[],[],PASS,True,5,0,0,[],NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,This top-level product mode does not execute workflows.
workflows/.builder/versions/image-to-text-to-images_agent/20260820T150139578640Z-df5182258677.yaml,20260820T150139578640Z-df5182258677,Image-to-Text-to-Images Agent,builder_version,False,eval,Evaluation Lab,False,"[""source_image""]","[""source_image""]","{""source_image"": ""file""}",declared graph with 5 edge records,[],"[""AITaskAgent"", ""EndAgent"", ""KimiVisionAgent"", ""OpenAIImageGenerationAgent""]",[],[],PASS,True,5,0,0,[],NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,This top-level product mode does not execute workflows.
